user_id,pages_viewed,paid_clicks,organic_clicks,revenue,device,ctr_paid,ctr_organic,group
92,95,16,65,76.49,mobile,0.16842105263157894,0.6842105263157895,control
96,190,55,39,298.21999999999997,mobile,0.2894736842105263,0.20526315789473684,control
97,130,13,75,103.89,mobile,0.1,0.5769230769230769,control
98,62,5,34,20.97,desktop,0.08064516129032258,0.5483870967741935,control
99,150,18,64,56.08,desktop,0.12,0.4266666666666667,control
102,60,18,15,41.98,mobile,0.3,0.25,control
103,205,24,103,145.1,mobile,0.11707317073170732,0.5024390243902439,control
104,398,127,135,355.63,mobile,0.31909547738693467,0.3391959798994975,control
109,52,2,2,21.1,desktop,0.038461538461538464,0.038461538461538464,control
110,177,61,88,121.43,mobile,0.3446327683615819,0.4971751412429379,control
111,15,5,2,70.35,desktop,0.3333333333333333,0.13333333333333333,control
112,451,69,50,637.77,mobile,0.15299334811529933,0.11086474501108648,control
114,100,18,63,118.13,mobile,0.18,0.63,control
118,125,36,7,71.82,mobile,0.288,0.056,control
121,309,80,108,467.56,mobile,0.2588996763754045,0.34951456310679613,control
122,97,10,48,269.04999999999995,mobile,0.10309278350515463,0.4948453608247423,control
126,119,74,70,141.96,mobile,0.6218487394957983,0.5882352941176471,control
130,122,21,55,142.65,mobile,0.1721311475409836,0.45081967213114754,control
132,19,9,3,10.649999999999999,desktop,0.47368421052631576,0.15789473684210525,control
136,428,50,207,253.96,mobile,0.11682242990654206,0.48364485981308414,control
137,323,13,116,507.23,mobile,0.04024767801857585,0.3591331269349845,control
138,38,12,15,24.46,mobile,0.3157894736842105,0.39473684210526316,control
139,271,41,48,388.7,mobile,0.15129151291512916,0.17712177121771217,control
141,205,27,111,463.54,mobile,0.13170731707317074,0.5414634146341464,control
142,178,31,61,386.49,mobile,0.17415730337078653,0.34269662921348315,control
145,49,21,26,36.23,desktop,0.42857142857142855,0.5306122448979592,control
148,24,1,2,10.35,desktop,0.041666666666666664,0.08333333333333333,control
151,56,13,15,37.63,mobile,0.23214285714285715,0.26785714285714285,control
153,122,43,37,146.84,mobile,0.3524590163934426,0.30327868852459017,control
154,304,28,67,422.33,mobile,0.09210526315789473,0.22039473684210525,control
156,180,49,138,175.13,mobile,0.2722222222222222,0.7666666666666667,control
160,256,111,102,207.87,mobile,0.43359375,0.3984375,control
161,95,13,30,72.15,mobile,0.1368421052631579,0.3157894736842105,control
164,74,18,33,57.97,desktop,0.24324324324324326,0.44594594594594594,control
167,55,8,30,23.490000000000002,desktop,0.14545454545454545,0.5454545454545454,control
172,216,38,30,249.40999999999997,mobile,0.17592592592592593,0.1388888888888889,control
177,271,72,79,537.76,mobile,0.2656826568265683,0.2915129151291513,control
178,283,72,123,164.95,mobile,0.254416961130742,0.43462897526501765,control
179,141,30,32,85.27,desktop,0.2127659574468085,0.22695035460992907,control
180,209,76,74,181.17,mobile,0.36363636363636365,0.35406698564593303,control
181,79,9,25,67.03,desktop,0.11392405063291139,0.31645569620253167,control
183,13,3,2,9.79,mobile,0.23076923076923078,0.15384615384615385,control
184,58,15,19,67.74,mobile,0.25862068965517243,0.3275862068965517,control
186,277,33,63,154.53,mobile,0.11913357400722022,0.22743682310469315,control
188,335,47,80,193.17000000000002,mobile,0.14029850746268657,0.23880597014925373,control
192,89,21,20,237.1,mobile,0.23595505617977527,0.2247191011235955,control
194,358,24,93,520.5600000000001,mobile,0.0670391061452514,0.25977653631284914,control
196,151,60,39,105.49,mobile,0.3973509933774834,0.2582781456953642,control
198,154,40,20,86.85,mobile,0.2597402597402597,0.12987012987012986,control
200,330,128,130,204.83,mobile,0.3878787878787879,0.3939393939393939,control
201,78,23,20,39.89,desktop,0.2948717948717949,0.2564102564102564,control
203,369,4,64,399.28999999999996,mobile,0.01084010840108401,0.17344173441734417,control
208,66,7,20,32.72,desktop,0.10606060606060606,0.30303030303030304,control
211,303,62,99,349.18,mobile,0.20462046204620463,0.32673267326732675,control
214,36,13,8,32.44,mobile,0.3611111111111111,0.2222222222222222,control
216,29,14,9,28.9,mobile,0.4827586206896552,0.3103448275862069,control
217,191,26,67,178.74,mobile,0.13612565445026178,0.3507853403141361,control
218,22,10,11,26.65,mobile,0.45454545454545453,0.5,control
219,154,59,45,114.27,mobile,0.38311688311688313,0.2922077922077922,control
221,477,97,63,212.0,mobile,0.20335429769392033,0.1320754716981132,control
222,110,15,40,42.15,desktop,0.13636363636363635,0.36363636363636365,control
224,180,39,70,170.15,mobile,0.21666666666666667,0.3888888888888889,control
227,99,29,21,64.71000000000001,mobile,0.29292929292929293,0.21212121212121213,control
228,315,87,95,438.39,mobile,0.2761904761904762,0.30158730158730157,control
230,253,29,77,257.36,mobile,0.11462450592885376,0.30434782608695654,control
231,29,5,5,23.17,mobile,0.1724137931034483,0.1724137931034483,control
232,120,25,45,64.58,mobile,0.20833333333333334,0.375,control
233,211,75,105,392.44,mobile,0.35545023696682465,0.4976303317535545,control
234,25,4,11,22.1,desktop,0.16,0.44,control
237,42,29,17,56.28,desktop,0.6904761904761905,0.40476190476190477,control
238,254,75,59,190.76999999999998,mobile,0.2952755905511811,0.23228346456692914,control
242,205,78,51,100.56,mobile,0.3804878048780488,0.24878048780487805,control
243,105,13,61,119.16,mobile,0.12380952380952381,0.580952380952381,control
245,83,23,24,75.4,mobile,0.27710843373493976,0.2891566265060241,control
246,213,47,47,196.41,mobile,0.22065727699530516,0.22065727699530516,control
247,226,51,100,266.67,mobile,0.22566371681415928,0.4424778761061947,control
249,282,66,113,421.09,mobile,0.23404255319148937,0.40070921985815605,control
252,124,47,76,143.72,mobile,0.3790322580645161,0.6129032258064516,control
253,315,28,76,203.05,mobile,0.08888888888888889,0.24126984126984127,control
255,204,59,59,180.81,mobile,0.28921568627450983,0.28921568627450983,control
256,214,40,101,266.55,mobile,0.18691588785046728,0.4719626168224299,control
260,449,70,68,417.34,mobile,0.155902004454343,0.1514476614699332,control
261,120,38,32,104.77,mobile,0.31666666666666665,0.26666666666666666,control
263,150,33,52,104.36,mobile,0.22,0.3466666666666667,control
265,159,41,29,138.68,mobile,0.2578616352201258,0.18238993710691823,control
266,324,9,63,120.76,mobile,0.027777777777777776,0.19444444444444445,control
267,36,22,6,26.78,mobile,0.6111111111111112,0.16666666666666666,control
268,200,76,75,231.69,mobile,0.38,0.375,control
269,72,30,24,213.86,mobile,0.4166666666666667,0.3333333333333333,control
270,226,61,47,156.26999999999998,mobile,0.26991150442477874,0.2079646017699115,control
272,147,31,89,128.29,mobile,0.2108843537414966,0.6054421768707483,control
273,245,36,131,161.23000000000002,mobile,0.1469387755102041,0.5346938775510204,control
274,338,96,165,476.68000000000006,mobile,0.28402366863905326,0.4881656804733728,control
275,134,17,54,92.48,mobile,0.12686567164179105,0.40298507462686567,control
277,169,36,66,126.7,mobile,0.21301775147928995,0.3905325443786982,control
279,125,39,68,202.23,mobile,0.312,0.544,control
281,213,86,34,387.14,mobile,0.40375586854460094,0.1596244131455399,control
283,61,9,24,44.71,desktop,0.14754098360655737,0.39344262295081966,control
284,81,44,30,62.03,mobile,0.5432098765432098,0.37037037037037035,control
286,119,19,39,94.1,mobile,0.15966386554621848,0.3277310924369748,control
293,424,76,80,231.17,mobile,0.1792452830188679,0.18867924528301888,control
295,115,35,63,315.71999999999997,mobile,0.30434782608695654,0.5478260869565217,control
297,233,42,51,329.55,mobile,0.18025751072961374,0.21888412017167383,control
301,478,65,79,222.93,mobile,0.13598326359832635,0.16527196652719664,control
303,325,32,31,151.79,mobile,0.09846153846153846,0.09538461538461539,control
305,110,23,48,279.68,mobile,0.20909090909090908,0.43636363636363634,control
306,189,51,97,355.46,mobile,0.2698412698412698,0.5132275132275133,control
307,96,20,30,65.36,mobile,0.20833333333333334,0.3125,control
309,98,33,26,65.03,mobile,0.336734693877551,0.2653061224489796,control
312,207,41,42,54.85,desktop,0.19806763285024154,0.2028985507246377,control
315,139,57,59,160.26,mobile,0.41007194244604317,0.4244604316546763,control
316,111,16,83,298.07,mobile,0.14414414414414414,0.7477477477477478,control
317,107,9,28,80.24,desktop,0.08411214953271028,0.2616822429906542,control
323,457,64,202,546.66,mobile,0.1400437636761488,0.4420131291028446,control
324,70,14,52,62.03,mobile,0.2,0.7428571428571429,control
326,172,12,30,98.83,mobile,0.06976744186046512,0.1744186046511628,control
327,168,27,42,296.15999999999997,mobile,0.16071428571428573,0.25,control
328,135,59,35,103.95,mobile,0.43703703703703706,0.25925925925925924,control
329,206,27,61,104.01,mobile,0.13106796116504854,0.2961165048543689,control
331,219,38,67,142.31,mobile,0.1735159817351598,0.3059360730593607,control
337,184,28,47,107.72,mobile,0.15217391304347827,0.2554347826086957,control
338,146,38,60,348.03000000000003,mobile,0.2602739726027397,0.410958904109589,control
339,71,12,10,39.0,desktop,0.16901408450704225,0.14084507042253522,control
341,204,28,144,190.75,mobile,0.13725490196078433,0.7058823529411765,control
342,96,16,21,56.81,desktop,0.16666666666666666,0.21875,control
346,70,15,28,56.82,mobile,0.21428571428571427,0.4,control
348,212,23,38,142.11,mobile,0.10849056603773585,0.1792452830188679,control
349,321,90,88,235.83,mobile,0.2803738317757009,0.27414330218068533,control
350,43,10,26,178.88,mobile,0.23255813953488372,0.6046511627906976,control
351,81,34,28,97.89,mobile,0.41975308641975306,0.345679012345679,control
356,46,3,12,92.35,desktop,0.06521739130434782,0.2608695652173913,control
357,212,69,29,152.31,mobile,0.32547169811320753,0.13679245283018868,control
358,362,46,99,340.59,mobile,0.1270718232044199,0.27348066298342544,control
359,189,41,32,154.39,mobile,0.21693121693121692,0.1693121693121693,control
360,167,21,14,156.53,mobile,0.12574850299401197,0.08383233532934131,control
361,127,23,56,96.92,mobile,0.18110236220472442,0.4409448818897638,control
363,137,17,25,87.71,mobile,0.12408759124087591,0.18248175182481752,control
365,345,31,154,220.56,mobile,0.08985507246376812,0.4463768115942029,control
367,130,38,16,419.31,mobile,0.2923076923076923,0.12307692307692308,control
368,15,7,8,14.17,desktop,0.4666666666666667,0.5333333333333333,control
371,132,11,42,59.0,desktop,0.08333333333333333,0.3181818181818182,control
376,35,14,22,31.259999999999998,mobile,0.4,0.6285714285714286,control
379,36,8,5,22.35,mobile,0.2222222222222222,0.1388888888888889,control
381,418,97,58,227.15,mobile,0.23205741626794257,0.13875598086124402,control
383,242,35,80,163.73,mobile,0.1446280991735537,0.3305785123966942,control
384,106,27,57,298.12,mobile,0.25471698113207547,0.5377358490566038,control
389,106,23,7,34.480000000000004,mobile,0.2169811320754717,0.0660377358490566,control
390,223,54,88,162.14,mobile,0.242152466367713,0.39461883408071746,control
393,364,73,96,470.42,mobile,0.20054945054945056,0.26373626373626374,control
394,163,19,38,135.68,mobile,0.1165644171779141,0.2331288343558282,control
395,69,17,25,70.6,mobile,0.2463768115942029,0.36231884057971014,control
397,332,23,135,388.9,mobile,0.06927710843373494,0.4066265060240964,control
398,140,21,19,87.03,mobile,0.15,0.1357142857142857,control
399,272,65,42,369.56,mobile,0.23897058823529413,0.15441176470588236,control
400,11,6,3,39.22,desktop,0.5454545454545454,0.2727272727272727,control
401,292,111,59,241.97,mobile,0.3801369863013699,0.20205479452054795,control
402,399,46,89,202.84,mobile,0.11528822055137844,0.22305764411027568,control
404,47,30,9,48.45,mobile,0.6382978723404256,0.19148936170212766,control
405,23,10,11,26.119999999999997,mobile,0.43478260869565216,0.4782608695652174,control
407,105,15,63,63.69,desktop,0.14285714285714285,0.6,control
409,80,21,28,52.3,desktop,0.2625,0.35,control
411,249,63,87,145.38,mobile,0.25301204819277107,0.3493975903614458,control
412,21,7,5,20.380000000000003,mobile,0.3333333333333333,0.23809523809523808,control
413,58,7,41,24.71,mobile,0.1206896551724138,0.7068965517241379,control
414,291,75,59,529.67,mobile,0.25773195876288657,0.2027491408934708,control
415,153,22,58,107.27,mobile,0.1437908496732026,0.3790849673202614,control
418,128,11,24,79.17,mobile,0.0859375,0.1875,control
420,44,9,37,56.62,mobile,0.20454545454545456,0.8409090909090909,control
421,452,27,139,214.53,mobile,0.059734513274336286,0.3075221238938053,control
422,161,27,23,143.14000000000001,desktop,0.16770186335403728,0.14285714285714285,control
425,211,26,69,124.07,mobile,0.12322274881516587,0.32701421800947866,control
428,198,52,48,377.34,mobile,0.26262626262626265,0.24242424242424243,control
431,115,39,47,132.71,mobile,0.3391304347826087,0.40869565217391307,control
433,79,3,39,58.97,desktop,0.0379746835443038,0.4936708860759494,control
434,86,6,15,16.68,desktop,0.06976744186046512,0.1744186046511628,control
435,141,20,44,335.91,mobile,0.14184397163120568,0.3120567375886525,control
436,80,16,16,85.42999999999999,desktop,0.2,0.2,control
437,59,12,43,53.51,mobile,0.2033898305084746,0.7288135593220338,control
438,16,10,13,25.15,mobile,0.625,0.8125,control
439,59,2,19,21.16,desktop,0.03389830508474576,0.3220338983050847,control
441,14,10,7,24.84,mobile,0.7142857142857143,0.5,control
443,102,17,26,66.49,mobile,0.16666666666666666,0.2549019607843137,control
444,295,33,63,483.93,mobile,0.11186440677966102,0.2135593220338983,control
445,11,1,5,9.96,mobile,0.09090909090909091,0.45454545454545453,control
447,347,80,112,199.78,mobile,0.23054755043227665,0.3227665706051873,control
448,43,14,20,31.15,mobile,0.32558139534883723,0.46511627906976744,control
451,101,59,29,158.06,mobile,0.5841584158415841,0.2871287128712871,control
453,30,13,18,22.68,mobile,0.43333333333333335,0.6,control
454,18,9,5,10.16,desktop,0.5,0.2777777777777778,control
456,110,27,17,125.61999999999999,desktop,0.24545454545454545,0.15454545454545454,control
459,89,7,17,33.22,desktop,0.07865168539325842,0.19101123595505617,control
460,23,23,17,26.73,desktop,1.0,0.7391304347826086,control
461,88,28,38,315.72,mobile,0.3181818181818182,0.4318181818181818,control
464,86,12,32,115.78999999999999,mobile,0.13953488372093023,0.37209302325581395,control
465,143,20,60,146.63,mobile,0.13986013986013987,0.4195804195804196,control
469,17,3,5,10.52,mobile,0.17647058823529413,0.29411764705882354,control
471,305,29,24,188.16,mobile,0.09508196721311475,0.07868852459016394,control
472,114,32,40,60.68,desktop,0.2807017543859649,0.3508771929824561,control
474,370,39,95,210.46,mobile,0.10540540540540541,0.25675675675675674,control
476,76,19,87,48.15,desktop,0.25,1.144736842105263,control
477,224,119,115,363.5,mobile,0.53125,0.5133928571428571,control
479,137,55,40,86.64,mobile,0.40145985401459855,0.291970802919708,control
481,66,5,9,65.85,mobile,0.07575757575757576,0.13636363636363635,control
483,383,54,102,362.67,mobile,0.1409921671018277,0.26631853785900783,control
484,194,62,78,223.77,mobile,0.31958762886597936,0.4020618556701031,control
488,158,62,67,104.45,mobile,0.3924050632911392,0.4240506329113924,control
489,268,96,136,398.09000000000003,mobile,0.3582089552238806,0.5074626865671642,control
490,159,29,75,172.78,mobile,0.18238993710691823,0.4716981132075472,control
491,265,35,69,204.95,mobile,0.1320754716981132,0.26037735849056604,control
493,152,1,43,137.37,desktop,0.006578947368421052,0.28289473684210525,control
497,120,14,24,40.64,desktop,0.11666666666666667,0.2,control
498,344,24,57,145.56,mobile,0.06976744186046512,0.16569767441860464,control
502,437,111,145,245.34,mobile,0.2540045766590389,0.3318077803203661,control
504,104,52,26,214.91000000000003,mobile,0.5,0.25,control
505,76,16,23,43.67,desktop,0.21052631578947367,0.3026315789473684,control
507,404,124,65,303.33,mobile,0.3069306930693069,0.1608910891089109,control
509,245,20,95,307.40000000000003,mobile,0.08163265306122448,0.3877551020408163,control
510,258,83,94,198.87,mobile,0.32170542635658916,0.3643410852713178,control
511,129,16,42,317.71000000000004,mobile,0.12403100775193798,0.32558139534883723,control
517,261,124,91,875.13,mobile,0.47509578544061304,0.3486590038314176,control
518,194,44,111,237.01,mobile,0.2268041237113402,0.5721649484536082,control
520,204,53,60,209.82,mobile,0.25980392156862747,0.29411764705882354,control
522,157,15,53,327.84000000000003,mobile,0.09554140127388536,0.3375796178343949,control
523,80,38,30,106.01,mobile,0.475,0.375,control
525,21,1,6,11.19,mobile,0.047619047619047616,0.2857142857142857,control
527,338,39,81,577.32,mobile,0.11538461538461539,0.23964497041420119,control
528,17,9,3,10.93,desktop,0.5294117647058824,0.17647058823529413,control
529,293,28,114,400.7,mobile,0.09556313993174062,0.3890784982935154,control
530,300,46,106,606.76,mobile,0.15333333333333332,0.35333333333333333,control
531,497,45,99,257.54,mobile,0.09054325955734406,0.19919517102615694,control
534,92,51,30,91.56,mobile,0.5543478260869565,0.32608695652173914,control
537,124,37,125,161.68,mobile,0.29838709677419356,1.0080645161290323,control
539,94,28,50,97.28,desktop,0.2978723404255319,0.5319148936170213,control
540,135,9,43,123.77,mobile,0.06666666666666667,0.31851851851851853,control
544,182,57,38,136.18,mobile,0.3131868131868132,0.2087912087912088,control
548,153,88,37,248.32,mobile,0.5751633986928104,0.24183006535947713,control
551,19,5,3,14.24,mobile,0.2631578947368421,0.15789473684210525,control
555,96,32,69,134.54,mobile,0.3333333333333333,0.71875,control
558,434,81,88,230.74,mobile,0.18663594470046083,0.20276497695852536,control
560,342,73,192,186.54,mobile,0.2134502923976608,0.5614035087719298,control
562,107,20,7,42.6,desktop,0.18691588785046728,0.06542056074766354,control
563,102,15,39,36.42,desktop,0.14705882352941177,0.38235294117647056,control
565,288,81,173,293.87,mobile,0.28125,0.6006944444444444,control
570,227,44,86,311.45,mobile,0.19383259911894274,0.3788546255506608,control
571,229,55,89,612.49,mobile,0.24017467248908297,0.388646288209607,control
573,29,9,9,18.65,mobile,0.3103448275862069,0.3103448275862069,control
574,349,49,128,538.98,mobile,0.14040114613180515,0.3667621776504298,control
575,99,5,85,80.5,mobile,0.050505050505050504,0.8585858585858586,control
576,26,7,4,17.509999999999998,desktop,0.2692307692307692,0.15384615384615385,control
578,103,20,62,228.05,mobile,0.1941747572815534,0.6019417475728155,control
590,14,1,3,7.33,desktop,0.07142857142857142,0.21428571428571427,control
593,46,5,5,24.0,mobile,0.10869565217391304,0.10869565217391304,control
594,84,35,53,103.79,mobile,0.4166666666666667,0.6309523809523809,control
595,310,25,28,171.09,mobile,0.08064516129032258,0.09032258064516129,control
596,292,52,59,186.54,mobile,0.1780821917808219,0.20205479452054795,control
597,5,1,4,4.19,desktop,0.2,0.8,control
599,140,7,25,59.410000000000004,desktop,0.05,0.17857142857142858,control
602,123,88,14,68.59,desktop,0.7154471544715447,0.11382113821138211,control
603,6,3,2,2.15,desktop,0.5,0.3333333333333333,control
608,141,15,24,85.27,mobile,0.10638297872340426,0.1702127659574468,control
610,53,28,33,39.78,desktop,0.5283018867924528,0.6226415094339622,control
611,168,21,78,347.03000000000003,mobile,0.125,0.4642857142857143,control
612,115,19,73,114.58,mobile,0.16521739130434782,0.6347826086956522,control
613,69,4,4,20.22,desktop,0.057971014492753624,0.057971014492753624,control
615,334,70,67,149.29,mobile,0.20958083832335328,0.20059880239520958,control
616,59,19,31,91.69,desktop,0.3220338983050847,0.5254237288135594,control
618,344,55,92,426.81,mobile,0.15988372093023256,0.26744186046511625,control
619,140,52,27,83.08,mobile,0.37142857142857144,0.19285714285714287,control
620,130,5,9,52.92,desktop,0.038461538461538464,0.06923076923076923,control
623,71,9,22,39.35,mobile,0.1267605633802817,0.30985915492957744,control
629,279,41,58,339.29,mobile,0.14695340501792115,0.2078853046594982,control
633,370,35,229,363.79,mobile,0.0945945945945946,0.6189189189189189,control
634,35,7,21,69.81,desktop,0.2,0.6,control
635,248,43,146,358.85,mobile,0.17338709677419356,0.5887096774193549,control
636,145,24,69,104.7,mobile,0.16551724137931034,0.47586206896551725,control
637,275,41,76,199.91,mobile,0.14909090909090908,0.27636363636363637,control
639,412,113,65,351.03,mobile,0.27427184466019416,0.15776699029126215,control
641,426,46,148,541.63,mobile,0.107981220657277,0.3474178403755869,control
644,77,12,16,155.61,desktop,0.15584415584415584,0.2077922077922078,control
645,212,45,69,178.17,mobile,0.21226415094339623,0.32547169811320753,control
649,81,13,20,53.05,mobile,0.16049382716049382,0.24691358024691357,control
651,317,23,64,358.38,mobile,0.07255520504731862,0.20189274447949526,control
655,34,4,10,88.97,desktop,0.11764705882352941,0.29411764705882354,control
656,194,17,48,115.19,mobile,0.08762886597938144,0.24742268041237114,control
657,283,78,35,333.65,mobile,0.2756183745583039,0.12367491166077739,control
658,118,23,37,89.93,mobile,0.19491525423728814,0.3135593220338983,control
659,171,32,61,103.05,mobile,0.1871345029239766,0.3567251461988304,control
662,228,42,125,207.3,mobile,0.18421052631578946,0.5482456140350878,control
663,395,59,53,252.69,mobile,0.14936708860759493,0.1341772151898734,control
667,211,4,85,135.66,desktop,0.018957345971563982,0.4028436018957346,control
669,290,67,125,182.5,mobile,0.23103448275862068,0.43103448275862066,control
677,13,3,5,10.91,mobile,0.23076923076923078,0.38461538461538464,control
678,291,47,72,145.99,mobile,0.16151202749140894,0.24742268041237114,control
680,279,53,114,508.93000000000006,mobile,0.18996415770609318,0.40860215053763443,control
681,373,145,85,245.12,mobile,0.38873994638069703,0.22788203753351208,control
682,120,50,60,98.51,desktop,0.4166666666666667,0.5,control
684,272,11,115,311.51,mobile,0.04044117647058824,0.4227941176470588,control
686,55,0,15,19.63,mobile,0.0,0.2727272727272727,control
688,327,91,135,458.15,mobile,0.2782874617737003,0.41284403669724773,control
689,7,1,5,2.57,desktop,0.14285714285714285,0.7142857142857143,control
690,305,42,84,511.98,mobile,0.1377049180327869,0.2754098360655738,control
691,169,38,42,138.02,mobile,0.22485207100591717,0.2485207100591716,control
694,97,14,38,120.24,desktop,0.14432989690721648,0.3917525773195876,control
695,228,29,51,401.9,mobile,0.12719298245614036,0.2236842105263158,control
696,275,46,107,182.79999999999998,mobile,0.16727272727272727,0.3890909090909091,control
697,395,96,109,489.66999999999996,mobile,0.2430379746835443,0.2759493670886076,control
698,58,9,31,178.56,desktop,0.15517241379310345,0.5344827586206896,control
699,50,30,16,56.74,mobile,0.6,0.32,control
701,127,87,46,77.92,desktop,0.6850393700787402,0.36220472440944884,control
704,61,53,79,47.6,desktop,0.8688524590163934,1.2950819672131149,control
708,251,29,58,164.07999999999998,mobile,0.11553784860557768,0.23107569721115537,control
710,34,7,7,19.48,mobile,0.20588235294117646,0.20588235294117646,control
712,194,28,41,234.98,mobile,0.14432989690721648,0.211340206185567,control
716,95,17,53,78.15,mobile,0.17894736842105263,0.5578947368421052,control
720,266,108,158,369.03,mobile,0.40601503759398494,0.5939849624060151,control
723,127,43,21,120.19,mobile,0.33858267716535434,0.16535433070866143,control
725,15,1,3,217.83,mobile,0.06666666666666667,0.2,control
726,53,18,17,33.13,desktop,0.33962264150943394,0.32075471698113206,control
730,105,23,20,47.11,desktop,0.21904761904761905,0.19047619047619047,control
733,283,62,123,247.77,mobile,0.21908127208480566,0.43462897526501765,control
735,410,100,104,596.17,mobile,0.24390243902439024,0.25365853658536586,control
736,44,5,17,33.31,mobile,0.11363636363636363,0.38636363636363635,control
739,205,45,66,162.3,mobile,0.21951219512195122,0.32195121951219513,control
740,268,119,137,191.57,mobile,0.44402985074626866,0.5111940298507462,control
744,302,70,68,612.6600000000001,mobile,0.23178807947019867,0.2251655629139073,control
745,267,54,144,341.31,mobile,0.20224719101123595,0.5393258426966292,control
757,268,100,108,270.48,mobile,0.373134328358209,0.40298507462686567,control
758,166,46,116,141.27,mobile,0.27710843373493976,0.6987951807228916,control
759,69,6,27,76.97,mobile,0.08695652173913043,0.391304347826087,control
761,274,153,96,457.11,mobile,0.5583941605839416,0.35036496350364965,control
763,218,35,31,351.12,mobile,0.16055045871559634,0.14220183486238533,control
767,86,78,72,91.7,mobile,0.9069767441860465,0.8372093023255814,control
773,210,70,68,126.61,mobile,0.3333333333333333,0.3238095238095238,control
775,56,0,10,23.23,desktop,0.0,0.17857142857142858,control
778,226,52,129,747.33,mobile,0.23008849557522124,0.5707964601769911,control
779,194,17,37,162.13,mobile,0.08762886597938144,0.19072164948453607,control
782,159,72,133,181.29,mobile,0.4528301886792453,0.8364779874213837,control
783,70,17,40,73.73,mobile,0.24285714285714285,0.5714285714285714,control
784,139,21,38,97.57,desktop,0.1510791366906475,0.2733812949640288,control
789,164,32,39,197.86,mobile,0.1951219512195122,0.23780487804878048,control
790,128,10,42,78.03,desktop,0.078125,0.328125,control
791,105,22,35,65.92999999999999,mobile,0.20952380952380953,0.3333333333333333,control
795,143,14,27,66.44,mobile,0.0979020979020979,0.1888111888111888,control
796,144,30,65,115.88,mobile,0.20833333333333334,0.4513888888888889,control
797,275,63,59,441.49,mobile,0.2290909090909091,0.21454545454545454,control
798,234,55,130,410.56,mobile,0.23504273504273504,0.5555555555555556,control
800,60,20,32,29.27,mobile,0.3333333333333333,0.5333333333333333,control
